PPG,HI,HR,HR_A,PI,PI_A
1657,769,77,71,4.04,4.16
1653,769,77,71,4.04,4.16
1650,769,77,71,4.04,4.16
1646,769,77,71,4.04,4.16
1644,769,77,71,4.04,4.16
1639,769,77,71,4.04,4.16
1637,769,77,71,4.04,4.16
1636,769,77,71,4.04,4.16
1635,769,77,71,4.04,4.16
1635,769,77,71,4.04,4.16
1636,769,77,71,4.04,4.16
1639,769,77,71,4.04,4.16
1642,769,77,71,4.04,4.16
1647,769,77,71,4.04,4.16
